,index,Unnamed: 0,Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable
2238,3266,5673,Toyota,Camry,2014,Saudi,White,Standard,2.4,Gas,Automatic,183000,Dammam,34000,False
2239,3267,7617,Kia,Sportage,2018,Saudi,White,Semi Full,2.0,Gas,Automatic,128000,Dammam,60000,False
2240,3268,4929,Mazda,CX5,2020,Saudi,Red,Standard,2.5,Gas,Automatic,25000,Jeddah,84000,False
2241,3269,3461,Chevrolet,Aveo,2017,Other,Silver,Semi Full,1.6,Gas,Automatic,118000,Riyadh,20000,False
2242,3271,1149,Ford,Taurus,2011,Saudi,Red,Semi Full,3.5,Gas,Automatic,281000,Khobar,29500,False
2243,3272,273,Toyota,Camry,2020,Saudi,Brown,Standard,2.5,Gas,Automatic,37000,Riyadh,80000,False
2244,3273,5163,Hyundai,Sonata,2017,Other,White,Full,2.0,Gas,Automatic,42157,Qassim,55000,False
2245,3274,1249,Toyota,Hilux,2017,Saudi,White,Full,2.7,Gas,Manual,100000,Riyadh,90000,False
2246,3275,1674,Chevrolet,Camaro,2016,Other,Blue,Full,3.6,Gas,Automatic,118993,Riyadh,107000,False
2247,3276,40,Lexus,ES,2015,Saudi,White,Full,3.5,Gas,Automatic,85000,Riyadh,80000,False
2248,3277,1896,Chevrolet,Suburban,2019,Saudi,Grey,Standard,5.3,Gas,Automatic,37000,Riyadh,148000,False
2249,3278,52,Hyundai,Sonata,2019,Saudi,Grey,Semi Full,2.4,Gas,Automatic,78000,Riyadh,62000,False
2250,3279,4340,Toyota,Camry,2014,Gulf Arabic,White,Standard,2.5,Gas,Automatic,130000,Jeddah,37000,False
2251,3281,2777,BMW,The 5,2019,Saudi,Another Color,Standard,2.0,Gas,Automatic,49528,Jeddah,138000,False
2252,3282,2172,Mazda,CX3,2018,Saudi,Navy,Standard,2.0,Gas,Automatic,70000,Jeddah,48000,False
2253,3283,297,Toyota,Camry,2016,Gulf Arabic,White,Full,2.4,Gas,Automatic,62000,Riyadh,75000,False
2254,3285,665,Toyota,Land Cruiser 70,2016,Gulf Arabic,White,Semi Full,4.0,Gas,Manual,177000,Riyadh,90000,False
2255,3286,5564,Toyota,Furniture,2019,Saudi,White,Semi Full,2.4,Diesel,Automatic,25000,Riyadh,125000,False
2256,3287,619,Lexus,LX,2013,Saudi,Silver,Standard,5.7,Gas,Automatic,240000,Riyadh,145000,False
2257,3290,1094,Hyundai,Sonata,2015,Gulf Arabic,Red,Standard,2.4,Gas,Automatic,80000,Riyadh,45000,False
2258,3291,6477,Chevrolet,Tahoe,2019,Saudi,White,Full,5.3,Gas,Automatic,62000,Jeddah,195000,False
2259,3292,1351,Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,67610,Riyadh,55500,False
2260,3294,5180,Toyota,Furniture,2011,Saudi,Black,Standard,2.7,Gas,Automatic,304000,Jeddah,32000,False
2261,3295,5374,Nissan,Z350,2006,Saudi,Golden,Semi Full,3.5,Gas,Automatic,105342,Dammam,50000,False
2262,3296,3729,Hyundai,Avante,2017,Other,White,Full,1.6,Diesel,Automatic,110750,Al-Ahsa,60000,False
2263,3297,6654,Mercedes,C,2016,Gulf Arabic,Silver,Full,2.0,Gas,Automatic,100500,Jeddah,120000,False
2264,3298,3820,Hyundai,Accent,2019,Saudi,Brown,Standard,1.4,Gas,Automatic,91000,Riyadh,32000,False
2265,3299,2103,Kia,Rio,2015,Saudi,White,Standard,1.6,Gas,Automatic,182000,Riyadh,21000,False
2266,3301,5579,Toyota,Land Cruiser,2018,Gulf Arabic,Black,Full,5.7,Gas,Automatic,42000,Riyadh,241000,False
2267,3304,2014,Mazda,CX9,2016,Other,White,Full,2.5,Gas,Automatic,104000,Dammam,105000,False
2268,3305,6549,Toyota,Land Cruiser,2003,Saudi,Silver,Semi Full,4.5,Gas,Automatic,397000,Khobar,34000,False
2269,3306,3601,Hyundai,Accent,2017,Saudi,White,Semi Full,1.4,Gas,Automatic,183000,Dammam,24500,False
2270,3309,8034,Cadillac,Other,2013,Saudi,White,Full,3.6,Gas,Automatic,256000,Al-Medina,40000,False
2271,3310,4448,Mazda,3,2018,Saudi,Brown,Standard,2.0,Gas,Automatic,100000,Riyadh,53000,False
2272,3312,1667,Dodge,Charger,2017,Other,Grey,Semi Full,5.7,Gas,Automatic,141000,Riyadh,108000,False
2273,3313,4822,Kia,Sorento,2016,Saudi,Grey,Full,3.3,Gas,Automatic,116000,Riyadh,53000,False
2274,3314,3665,Chevrolet,Traverse,2011,Other,Another Color,Standard,3.6,Gas,Automatic,320000,Riyadh,23000,False
2275,3315,1814,Toyota,Ciocca,2013,Saudi,White,Standard,5.7,Gas,Automatic,114000,Al-Medina,89000,False
2276,3316,3427,Chevrolet,Tahoe,2018,Saudi,Grey,Standard,5.3,Gas,Automatic,90000,Dammam,128000,False
2277,3317,5846,Kia,Rio,2014,Other,Another Color,Standard,1.4,Gas,Automatic,203331,Makkah,20000,False
2278,3318,357,Mercedes,C,2017,Other,Grey,Full,3.0,Gas,Automatic,210000,Riyadh,210000,False
2279,3319,2224,Toyota,Avalon,2014,Saudi,Brown,Semi Full,3.5,Gas,Automatic,188257,Jeddah,78500,False
2280,3321,6330,Toyota,Camry,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,125000,Dammam,53000,False
2281,3323,3526,Toyota,Corolla,2017,Saudi,Golden,Semi Full,1.6,Gas,Automatic,107000,Riyadh,39000,False
2282,3327,6322,GMC,Yukon,2012,Saudi,Black,Full,5.3,Gas,Automatic,270,Qassim,39000,False
2283,3328,5684,Toyota,Furniture,2020,Saudi,White,Standard,2.7,Gas,Automatic,1200,Jeddah,110000,False
2284,3329,5535,Mitsubishi,Pajero,2017,Saudi,Red,Full,3.5,Gas,Automatic,54000,Jeddah,73000,False
2285,3330,7486,Toyota,Land Cruiser,2019,Other,White,Full,5.7,Gas,Automatic,12400,Riyadh,265000,False
2286,3331,2226,Mercedes,C,2014,Saudi,White,Full,1.8,Gas,Automatic,148925,Jeddah,79500,False
2287,3332,2083,Toyota,Hilux,2007,Saudi,White,Full,2.7,Diesel,Manual,445250,Wadi Dawasir,50000,False
2288,3333,5820,Chevrolet,Tahoe,2015,Saudi,Bronze,Standard,5.3,Gas,Automatic,188000,Riyadh,100000,False
2289,3334,1586,Toyota,Furniture,2009,Saudi,Brown,Standard,2.7,Gas,Automatic,250,Taef,40000,False
2290,3335,3983,GMC,Yukon,2014,Saudi,Red,Standard,5.3,Gas,Automatic,92000,Dammam,90000,False
2291,3336,857,Toyota,Innova,2014,Saudi,Blue,Standard,2.7,Gas,Automatic,123000,Dammam,33000,False
2292,3337,4226,GAC,GS3,2021,Saudi,White,Full,1.3,Gas,Automatic,9000,Al-Ahsa,57000,False
2293,3338,6664,Honda,Odyssey,2015,Gulf Arabic,Silver,Semi Full,3.5,Gas,Automatic,100000,Dammam,57000,False
2294,3339,372,Renault,Duster,2018,Saudi,Oily,Standard,2.0,Gas,Automatic,53811,Riyadh,29500,False
2295,3341,329,Toyota,Corolla,2018,Saudi,Grey,Standard,1.6,Gas,Automatic,121000,Jeddah,48000,False
2296,3342,3580,Hyundai,Sonata,2020,Saudi,Grey,Standard,2.0,Gas,Automatic,7000,Jeddah,1010,False
2297,3343,5913,Bentley,Bentayga,2019,Saudi,Another Color,Full,6.0,Gas,Automatic,13000,Dammam,850000,False
2298,3345,662,GMC,Yukon,2016,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,55106,Riyadh,150000,False
2299,3347,5284,Lexus,LS,2006,Other,Silver,Semi Full,4.3,Gas,Automatic,360000,Taef,38000,False
2300,3348,3972,Ford,Taurus,2017,Other,Black,Semi Full,1.7,Gas,Automatic,92595,Riyadh,83000,False
2301,3350,7423,Toyota,Land Cruiser 70,2015,Saudi,White,Full,2.6,Gas,Manual,180000,Makkah,80000,False
2302,3351,1284,Mercedes,C,2019,Gulf Arabic,Black,Full,2.0,Gas,Automatic,14000,Dammam,195000,False
2303,3352,2239,Toyota,Innova,2017,Saudi,White,Standard,2.7,Gas,Automatic,145997,Dammam,64000,False
2304,3353,4165,Lexus,NX,2020,Saudi,White,Full,2.0,Gas,Automatic,4100,Jeddah,170000,False
2305,3354,1371,Lexus,ES,2019,Other,Grey,Full,3.5,Gas,Automatic,68000,Dammam,179000,False
2306,3355,2435,Mercury,Milan,2010,Other,White,Full,1.4,Gas,Automatic,194,Taef,27000,False
2307,3356,5339,Ford,Victoria,2011,Saudi,Golden,Full,4.6,Gas,Automatic,128,Najran,48000,False
2308,3359,6309,Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,221000,Jubail,1300,False
2309,3360,2030,Chevrolet,Malibu,2016,Saudi,Black,Standard,2.5,Gas,Automatic,170,Riyadh,20000,False
2310,3362,4688,Toyota,Rav4,2017,Saudi,Grey,Semi Full,2.4,Gas,Automatic,190000,Jeddah,60000,False
2311,3367,4817,Genesis,Prestige,2015,Gulf Arabic,White,Semi Full,3.8,Gas,Automatic,85343,Tabouk,81000,False
2312,3371,6470,Toyota,Prado,2016,Saudi,White,Standard,4.0,Gas,Automatic,74000,Jeddah,120000,False
2313,3372,5641,Lexus,RC,2019,Other,White,Full,3.6,Gas,Automatic,42000,Dammam,215000,False
2314,3373,1518,Dodge,Durango,2013,Saudi,Grey,Full,5.7,Gas,Automatic,213000,Riyadh,40000,False
2315,3374,2723,Mercedes,E,2016,Gulf Arabic,White,Full,3.0,Gas,Automatic,121929,Riyadh,128500,False
2316,3375,2839,Ford,Taurus,2013,Saudi,Silver,Full,3.5,Gas,Automatic,128000,Dammam,45000,False
2317,3376,299,Geely,EC8,2012,Saudi,Black,Full,2.3,Gas,Automatic,200000,Riyadh,11500,False
2318,3377,1389,Mazda,3,2017,Gulf Arabic,Grey,Full,1.6,Gas,Automatic,92000,Dammam,59000,False
2319,3378,6353,Audi,A6,2013,Saudi,Black,Semi Full,3.0,Gas,Automatic,75000,Riyadh,70000,False
2320,3379,7591,Toyota,Hilux,2016,Saudi,White,Standard,1.4,Gas,Manual,8700,Riyadh,80000,False
2321,3380,5662,Toyota,Land Cruiser,2014,Gulf Arabic,White,Full,4.5,Gas,Automatic,213000,Dammam,138000,False
2322,3381,5529,Jeep,Grand Cherokee,2013,Saudi,Black,Full,5.7,Gas,Automatic,226,Aseer,45000,False
2323,3382,2196,Toyota,Hilux,2016,Gulf Arabic,White,Full,2.7,Gas,Automatic,78102,Riyadh,78500,False
2324,3383,3066,Toyota,Corolla,2014,Saudi,White,Standard,1.6,Gas,Automatic,275000,Jeddah,25000,False
2325,3384,7606,Chevrolet,Tahoe,2015,Saudi,Brown,Standard,5.3,Gas,Automatic,199000,Dammam,97000,False
2326,3385,7011,Mercedes,S,2007,Saudi,Grey,Full,3.0,Gas,Automatic,270000,Al-Medina,45000,False
2327,3386,237,Ford,Flex,2012,Saudi,Silver,Semi Full,3.5,Gas,Automatic,277000,Dammam,30000,False
2328,3387,3730,Chevrolet,Tahoe,2018,Other,Black,Full,5.3,Gas,Automatic,127000,Dammam,155000,False
2329,3388,5664,Hyundai,H1,2018,Saudi,Grey,Standard,2.4,Gas,Automatic,129000,Riyadh,55000,False
2330,3389,2523,Land Rover,Range Rover,2016,Gulf Arabic,Red,Full,3.5,Gas,Automatic,122000,Jeddah,176000,False
2331,3392,3521,Nissan,Sentra,2018,Saudi,Silver,Semi Full,1.6,Gas,Automatic,78000,Riyadh,38000,False
2332,3393,7214,Toyota,Camry,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,151233,Riyadh,56000,False
2333,3394,2503,BMW,The 7,2015,Saudi,Grey,Full,3.0,Gas,Automatic,110000,Jeddah,107000,False
2334,3396,291,Mercedes,GLC,2017,Gulf Arabic,White,Full,2.0,Gas,Manual,143000,Riyadh,155000,False
2335,3397,24,Lexus,RX,2019,Saudi,Bronze,Full,3.5,Gas,Automatic,129000,Jeddah,178000,False
2336,3398,7836,BMW,The 7,2018,Saudi,Navy,Semi Full,6.8,Gas,Automatic,18000,Riyadh,230000,False
2337,3400,7229,Hyundai,Creta,2018,Saudi,Red,Full,1.6,Gas,Automatic,11800,Besha,56000,False
2338,3401,898,Jeep,Grand Cherokee,2013,Other,Another Color,Full,6.4,Gas,Automatic,118000,Riyadh,90000,False
2339,3402,1780,Jeep,Compass,2019,Saudi,Brown,Semi Full,2.4,Gas,Automatic,43834,Riyadh,66000,False
2340,3403,4065,Mazda,3,2018,Saudi,Another Color,Standard,1.8,Gas,Automatic,53000,Al-Medina,54000,False
2341,3404,4124,Lexus,IS,2017,Saudi,Grey,Full,3.5,Gas,Automatic,69000,Jazan,150000,False
2342,3406,2374,Toyota,Rav4,2018,Saudi,White,Standard,2.5,Gas,Automatic,153000,Riyadh,66000,False
2343,3407,7912,Ford,Taurus,2016,Saudi,Silver,Standard,3.5,Gas,Automatic,144000,Dammam,55000,False
2344,3408,6434,Hyundai,Sonata,2019,Saudi,White,Semi Full,2.4,Gas,Automatic,92000,Dammam,84000,False
2345,3409,1794,Toyota,Yaris,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,134000,Jeddah,36000,False
2346,3410,4297,Toyota,Furniture,2020,Saudi,White,Semi Full,2.7,Gas,Automatic,28000,Dammam,110000,False
2347,3411,5278,Land Rover,Range Rover,2018,Saudi,White,Full,5.0,Gas,Automatic,39000,Jeddah,150000,False
2348,3412,2448,Nissan,VTC,2016,Saudi,White,Semi Full,4.8,Gas,Manual,307801,Riyadh,99000,False
2349,3413,545,Mitsubishi,Montero,2017,Saudi,Another Color,Full,3.3,Gas,Automatic,199000,Riyadh,73000,False
2350,3414,5418,Kia,Optima,2015,Saudi,Red,Standard,2.4,Gas,Automatic,100000,Riyadh,37000,False
2351,3415,5266,Toyota,Furniture,2015,Saudi,White,Standard,2.7,Gas,Manual,94000,Jeddah,70000,False
2352,3416,3553,Mazda,6,2016,Other,Silver,Full,2.5,Gas,Automatic,199000,Tabouk,42000,False
2353,3418,5341,Ford,Explorer,2003,Other,White,Standard,4.0,Gas,Automatic,360000,Khobar,8000,False
2354,3420,5805,Toyota,Yaris,2019,Saudi,White,Standard,1.5,Gas,Automatic,54000,Qassim,35000,False
2355,3423,5803,Chevrolet,Colorado,2013,Saudi,White,Standard,2.0,Gas,Manual,196000,Dammam,28000,False
2356,3424,6238,Toyota,Land Cruiser,2020,Gulf Arabic,Grey,Full,4.6,Gas,Automatic,19800,Dammam,265000,False
2357,3425,4926,Chevrolet,Tahoe,2017,Saudi,Black,Semi Full,5.7,Gas,Automatic,55000,Jeddah,153000,False
2358,3427,574,Nissan,X-Trail,2016,Saudi,Another Color,Full,2.7,Gas,Automatic,65000,Riyadh,52000,False
2359,3429,2124,Ford,Taurus,2016,Other,Grey,Full,3.5,Gas,Automatic,115000,Dammam,71000,False
2360,3430,4374,Ford,Expedition,2013,Saudi,White,Full,3.8,Gas,Automatic,300000,Dammam,55000,False
2361,3431,6784,Kia,Cerato,2020,Saudi,Grey,Standard,1.6,Gas,Automatic,31700,Makkah,1500,False
2362,3432,2701,Ford,Explorer,2017,Saudi,Navy,Standard,3.6,Gas,Automatic,150000,Dammam,73000,False
2363,3433,250,Kia,Cores,2014,Saudi,White,Full,3.5,Gas,Automatic,81000,Jeddah,78000,False
2364,3434,5421,Lexus,LS,2018,Gulf Arabic,Grey,Semi Full,4.6,Gas,Automatic,23000,Al-Ahsa,265000,False
2365,3435,6866,Toyota,Hilux,2009,Saudi,White,Full,2.7,Gas,Manual,400,Dammam,32000,False
2366,3436,6053,Toyota,Prado,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,60000,Jeddah,120000,False
2367,3437,5150,Hyundai,H1,2016,Saudi,Another Color,Semi Full,1.4,Gas,Automatic,127000,Taef,1959,False
2368,3439,71,Geely,EC7,2014,Saudi,Golden,Full,1.8,Gas,Manual,161300,Riyadh,12000,False
2369,3440,144,GAC,GS8,2020,Saudi,Blue,Full,2.0,Gas,Automatic,29200,Jeddah,80000,False
2370,3441,2324,Hyundai,Accent,2015,Saudi,Silver,Standard,1.4,Gas,Automatic,181802,Dammam,25500,False
2371,3442,5633,Nissan,Altima,2018,Saudi,White,Semi Full,2.5,Gas,Automatic,77000,Jeddah,65000,False
2372,3443,99,Mazda,CX9,2017,Other,Grey,Full,2.5,Gas,Automatic,93000,Dammam,111000,False
2373,3444,4103,Toyota,Hilux,2017,Saudi,White,Full,2.7,Gas,Manual,119000,Najran,69000,False
2374,3446,8015,Hummer,H3,2006,Other,Blue,Full,3.5,Gas,Automatic,236000,Riyadh,22000,False
2375,3447,7456,Mercedes,S,2015,Saudi,Another Color,Semi Full,4.0,Gas,Automatic,157000,Jeddah,215000,False
2376,3449,3570,BMW,The 3,2013,Saudi,White,Semi Full,2.0,Gas,Automatic,156000,Riyadh,45000,False
2377,3450,208,Honda,Accord,2012,Saudi,White,Standard,1.0,Gas,Automatic,251000,Riyadh,38000,False
2378,3451,4060,Honda,Odyssey,2015,Gulf Arabic,Brown,Full,2.7,Gas,Automatic,123000,Riyadh,59000,False
2379,3453,7049,Jeep,Wrangler,2015,Saudi,Blue,Full,3.6,Gas,Automatic,200,Jeddah,85000,False
2380,3454,1097,Lexus,ES,2018,Gulf Arabic,Bronze,Standard,3.5,Gas,Automatic,65000,Riyadh,122000,False
2381,3455,5740,Chevrolet,Cruze,2015,Saudi,Silver,Standard,1.6,Gas,Automatic,119000,Dammam,27500,False
2382,3456,1745,Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,83000,Jeddah,37000,False
2383,3457,4956,Audi,A7,2017,Saudi,Red,Full,2.0,Gas,Automatic,127000,Makkah,135000,False
2384,3458,1205,Toyota,Land Cruiser,2003,Other,Golden,Full,4.6,Gas,Automatic,225,Tabouk,35000,False
2385,3461,914,Mercedes,A,2020,Other,Black,Standard,2.0,Gas,Automatic,3710,Riyadh,173000,False
2386,3462,110,Honda,Accord,2019,Gulf Arabic,Silver,Full,1.5,Gas,Automatic,8200,Dammam,107000,False
2387,3464,935,Nissan,Patrol,2021,Saudi,Black,Full,4.0,Gas,Automatic,4900,Riyadh,258000,False
2388,3465,1818,Toyota,Ciocca,2015,Saudi,Silver,Semi Full,5.7,Gas,Automatic,85000,Dammam,125000,False
2389,3466,4011,Volkswagen,Touareg,2006,Other,Another Color,Semi Full,4.0,Gas,Automatic,290000,Jeddah,12000,False
2390,3467,4533,Bentley,Flying Spur,2009,Saudi,White,Full,6.0,Gas,Automatic,49000,Makkah,220000,False
2391,3469,1630,Mercedes,C,2016,Other,White,Full,2.0,Gas,Automatic,99000,Dammam,129000,False
2392,3474,2778,Toyota,Yaris,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,93000,Jeddah,35000,False
2393,3475,3503,Toyota,Land Cruiser,1988,Saudi,Another Color,Semi Full,4.0,Gas,Manual,195000,Najran,30000,False
2394,3477,6313,Mitsubishi,Pajero,2017,Saudi,White,Full,3.5,Gas,Automatic,136000,Dammam,67000,False
2395,3478,5936,Land Rover,Range Rover,2020,Saudi,Black,Full,5.0,Gas,Automatic,26000,Riyadh,575000,False
2396,3480,1512,Chevrolet,Impala,2018,Saudi,Silver,Standard,3.6,Gas,Automatic,110519,Riyadh,58500,False
2397,3481,824,HAVAL,H2,2020,Saudi,Blue,Full,1.5,Gas,Automatic,15000,Qassim,49000,False
2398,3483,1346,Jeep,Grand Cherokee,2014,Gulf Arabic,Grey,Full,5.7,Gas,Automatic,76300,Riyadh,85000,False
2399,3484,2255,Toyota,Furniture,2015,Saudi,Grey,Semi Full,4.0,Gas,Manual,70346,Riyadh,80500,False
2400,3485,2607,Lexus,RX,2016,Gulf Arabic,Bronze,Full,2.5,Hybrid,Automatic,81000,Dammam,154000,False
2401,3486,2288,Suzuki,APV,2016,Saudi,White,Standard,1.6,Gas,Manual,329000,Dammam,28000,False
2402,3487,5020,Renault,Dokker,2017,Saudi,White,Standard,1.6,Gas,Manual,80000,Dammam,25000,False
2403,3488,2062,Hyundai,Elantra,2021,Saudi,Silver,Full,1.7,Gas,Automatic,2600,Makkah,95000,False
2404,3489,1592,Kia,Sportage,2019,Saudi,Blue,Standard,1.6,Gas,Automatic,69358,Riyadh,60500,False
2405,3490,4597,Kia,Optima,2019,Saudi,Grey,Semi Full,2.4,Gas,Automatic,54000,Aseer,1493,False
2406,3491,1709,Volkswagen,Touareg,2015,Saudi,Brown,Semi Full,4.0,Gas,Automatic,183000,Qassim,69000,False
2407,3492,4040,Kia,Cerato,2015,Gulf Arabic,Silver,Standard,1.6,Gas,Automatic,141000,Dammam,25000,False
2408,3493,1563,Lexus,NX,2020,Saudi,Blue,Standard,2.0,Gas,Automatic,30000,Jeddah,160000,False
2409,3494,2351,Toyota,Ciocca,2012,Saudi,Navy,Standard,5.7,Gas,Automatic,376000,Riyadh,65000,False
2410,3495,2534,Nissan,Patrol,2015,Saudi,White,Semi Full,5.6,Gas,Automatic,219175,Riyadh,113500,False
2411,3497,2454,Ford,Expedition,2014,Saudi,Black,Standard,5.4,Gas,Automatic,120000,Dammam,65000,False
2412,3498,6382,Mazda,6,2016,Saudi,Red,Full,2.5,Gas,Automatic,117000,Hafar Al-Batin,72000,False
2413,3499,1683,Chevrolet,Tahoe,2016,Other,White,Full,5.3,Gas,Automatic,149000,Dammam,149000,False
2414,3500,1468,Mercedes,S,2015,Gulf Arabic,White,Full,3.0,Gas,Automatic,96500,Dammam,220000,False
2415,3503,2041,Lexus,LX,2015,Saudi,Grey,Full,5.7,Gas,Automatic,97000,Taef,192000,False
2416,3504,490,Daihatsu,Gran Max,2014,Saudi,White,Standard,1.5,Gas,Manual,254000,Riyadh,25000,False
2417,3505,5366,Mazda,CX9,2015,Saudi,Brown,Full,1.9,Gas,Automatic,274000,Riyadh,66000,False
2418,3506,6403,Toyota,Yaris,2016,Saudi,White,Semi Full,1.5,Gas,Automatic,155000,Jeddah,32000,False
2419,3507,7399,Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,177900,Riyadh,220000,False
2420,3509,4301,Toyota,Land Cruiser,2006,Saudi,Another Color,Full,4.5,Gas,Automatic,215000,Dammam,79000,False
2421,3511,664,Chevrolet,Caprice,2015,Saudi,Silver,Standard,6.0,Gas,Automatic,105000,Riyadh,80000,False
2422,3513,4555,Hyundai,Senta fe,2016,Saudi,White,Semi Full,3.3,Gas,Automatic,212000,Dammam,57000,False
2423,3514,582,Nissan,Patrol,2010,Saudi,White,Full,4.0,Gas,Automatic,208000,Riyadh,72000,False
2424,3515,1620,Hyundai,Sonata,2019,Saudi,Black,Standard,2.4,Gas,Automatic,127974,Riyadh,61500,False
2425,3517,79,Mercedes,S,2006,Other,White,Semi Full,4.3,Gas,Automatic,235115,Riyadh,15000,False
2426,3519,391,Land Rover,Range Rover,2020,Gulf Arabic,Golden,Full,5.0,Diesel,Automatic,36000,Riyadh,540000,False
2427,3521,1682,Ford,Mustang,2018,Other,Navy,Full,2.3,Gas,Automatic,79000,Dammam,122000,False
2428,3522,2237,Mazda,6,2018,Saudi,White,Standard,2.5,Gas,Automatic,71169,Dammam,65000,False
2429,3523,2803,Hyundai,Elantra,2020,Saudi,White,Standard,2.0,Gas,Automatic,10000,Jeddah,63000,False
2430,3525,6840,Hyundai,Tucson,2018,Saudi,Bronze,Semi Full,1.6,Gas,Automatic,27900,Riyadh,72000,False
2431,3527,6599,Toyota,Land Cruiser,2020,Saudi,White,Standard,4.0,Gas,Automatic,560,Riyadh,190000,False
2432,3528,7158,Toyota,Camry,2016,Other,Grey,Standard,2.5,Gas,Automatic,161000,Wadi Dawasir,55000,False
2433,3530,840,Renault,Talisman,2017,Saudi,Grey,Standard,2.0,Gas,Automatic,80151,Riyadh,41500,False
2434,3532,3127,Chevrolet,Tahoe,2014,Saudi,Black,Full,5.7,Gas,Automatic,205000,Dammam,70000,False
2435,3533,7475,Chevrolet,Tahoe,2013,Saudi,Brown,Semi Full,5.3,Gas,Automatic,200000,Riyadh,55000,False
2436,3534,6237,GMC,Sierra,2016,Saudi,Silver,Full,5.3,Gas,Automatic,144000,Aseer,95000,False
2437,3535,4412,Hyundai,Tucson,2018,Saudi,Another Color,Standard,1.6,Gas,Automatic,146000,Dammam,75000,False
2438,3537,2843,Toyota,Land Cruiser,2020,Saudi,White,Full,5.7,Gas,Automatic,30000,Dammam,305000,False
2439,3538,3037,Hyundai,Sonata,2018,Saudi,Silver,Standard,2.4,Gas,Automatic,134000,Riyadh,48000,False
2440,3539,4311,Jaguar,XF,2017,Saudi,Black,Full,2.0,Gas,Automatic,100000,Aseer,95000,False
2441,3540,3364,Toyota,Yaris,2019,Saudi,White,Standard,1.5,Gas,Automatic,80000,Jeddah,35500,False
2442,3541,5267,Kia,Cerato,2016,Other,Grey,Standard,1.6,Gas,Automatic,18000,Al-Ahsa,31000,False
2443,3542,7552,Ford,Flex,2010,Other,Black,Standard,3.5,Gas,Automatic,248000,Al-Medina,20000,False
2444,3543,3153,Land Rover,Range Rover,2019,Gulf Arabic,White,Full,3.0,Gas,Automatic,49626,Riyadh,401500,False
2445,3544,498,Nissan,Sunny,2018,Saudi,Grey,Standard,1.5,Gas,Automatic,105499,Riyadh,25000,False
2446,3548,1285,Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,98000,Al-Medina,27500,False
2447,3549,5697,Toyota,Hiace,2015,Gulf Arabic,White,Standard,2.7,Gas,Manual,280000,Jazan,50000,False
2448,3551,798,Chevrolet,Tahoe,2008,Saudi,Black,Semi Full,5.7,Gas,Automatic,3300000,Riyadh,27000,False
2449,3552,4129,Hyundai,Tucson,2016,Other,Brown,Semi Full,2.4,Gas,Automatic,119800,Jeddah,57000,False
2450,3553,844,Toyota,Hilux,2017,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,83000,Jubail,76000,False
2451,3554,609,Chevrolet,Tahoe,2007,Other,White,Semi Full,5.3,Gas,Automatic,228400,Jazan,39000,False
2452,3555,6379,Mercedes,S,1980,Other,White,Standard,3.0,Gas,Automatic,160000,Riyadh,40000,False
2453,3556,245,Mercedes,S,2015,Other,Navy,Full,3.0,Gas,Automatic,46000,Dammam,210000,False
2454,3557,691,Lexus,RX,2019,Gulf Arabic,White,Full,3.5,Gas,Automatic,56000,Jeddah,203000,False
2455,3559,6423,Toyota,Furniture,2020,Saudi,Grey,Semi Full,4.0,Gas,Automatic,3000,Dammam,135000,False
2456,3561,654,Chevrolet,Caprice,2011,Saudi,Another Color,Full,6.0,Gas,Automatic,200000,Riyadh,46000,False
2457,3564,5632,Toyota,FJ,2013,Saudi,White,Full,4.0,Gas,Automatic,364000,Hafar Al-Batin,65000,False
2458,3566,6387,Mercedes,S,2012,Gulf Arabic,Navy,Full,3.3,Gas,Automatic,85000,Al-Medina,110000,False
2459,3567,4257,Ford,Edge,2017,Gulf Arabic,White,Full,1.7,Gas,Automatic,60000,Al-Ahsa,105000,False
2460,3568,4443,Chevrolet,Spark,2019,Saudi,White,Standard,1.4,Gas,Automatic,90000,Riyadh,26000,False
2461,3569,763,GMC,Yukon,2011,Saudi,Silver,Standard,5.3,Gas,Automatic,401000,Riyadh,52000,False
2462,3570,6073,GMC,Suburban,2002,Other,Grey,Full,5.3,Gas,Automatic,30000,Riyadh,9000,False
2463,3572,5657,Ford,Taurus,2018,Saudi,Silver,Standard,2.0,Gas,Automatic,95000,Dammam,75000,False
2464,3573,3284,Hyundai,Azera,2020,Saudi,Another Color,Standard,3.5,Gas,Automatic,39000,Jeddah,99000,False
2465,3574,7572,Toyota,Land Cruiser,2018,Saudi,Black,Full,5.7,Gas,Automatic,82000,Riyadh,220000,False
