,index,Unnamed: 0,Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable
2010,2954,6985,Ford,Expedition,2013,Other,Black,Standard,1.4,Gas,Automatic,190000,Riyadh,47000,False
2011,2955,7940,Toyota,Corolla,2012,Other,Blue,Standard,1.6,Gas,Automatic,2755,Makkah,25000,False
2012,2956,3468,Toyota,Land Cruiser,2006,Gulf Arabic,Blue,Full,4.6,Gas,Automatic,285,Al-Baha,65000,False
2013,2957,2244,Toyota,Hilux,2015,Saudi,White,Standard,2.7,Gas,Manual,183000,Dammam,60000,False
2014,2958,5359,Ford,Explorer,2014,Saudi,Navy,Standard,3.6,Gas,Automatic,209500,Riyadh,56000,False
2015,2959,1368,Mercedes,E,2017,Other,Grey,Full,2.0,Gas,Automatic,66000,Dammam,162000,False
2016,2960,3157,Toyota,Land Cruiser Pickup,2015,Saudi,White,Semi Full,4.0,Gas,Manual,157000,Dammam,90000,False
2017,2962,1637,Toyota,Land Cruiser,2015,Saudi,White,Full,4.7,Gas,Automatic,137000,Al-Ahsa,150000,False
2018,2964,2726,GMC,Sierra,2020,Saudi,Black,Standard,5.3,Gas,Automatic,16498,Riyadh,131500,False
2019,2965,8027,Ford,Edge,2013,Saudi,Black,Standard,6.0,Gas,Automatic,277000,Najran,30000,False
2020,2966,252,Toyota,Camry,2017,Gulf Arabic,White,Standard,2.5,Gas,Automatic,97000,Dammam,68000,False
2021,2967,2078,GMC,Yukon,2012,Saudi,Another Color,Semi Full,1.5,Gas,Automatic,65000,Makkah,80000,False
2022,2968,3360,Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,72000,Jeddah,36500,False
2023,2971,2027,Ford,Taurus,2015,Other,Red,Full,3.5,Gas,Automatic,122000,Dammam,69000,False
2024,2973,4947,Chevrolet,Caprice,2010,Saudi,Silver,Semi Full,3.6,Gas,Automatic,260000,Riyadh,29000,False
2025,2974,5731,Toyota,Hiace,2016,Saudi,White,Standard,2.7,Gas,Manual,350000,Dammam,60000,False
2026,2975,3913,Mazda,6,2014,Saudi,White,Semi Full,2.5,Gas,Automatic,185000,Al-Medina,45000,False
2027,2976,6110,Iveco,Daily,2018,Saudi,White,Standard,3.0,Diesel,Manual,116000,Riyadh,92000,False
2028,2977,1898,Toyota,Yaris,2019,Saudi,Silver,Semi Full,1.5,Gas,Automatic,42628,Dammam,38500,False
2029,2979,6898,Chrysler,SRT,2015,Saudi,Black,Full,6.4,Gas,Automatic,200,Hafar Al-Batin,115000,False
2030,2981,392,Lexus,ES,2017,Gulf Arabic,White,Full,3.5,Gas,Automatic,95000,Riyadh,141000,False
2031,2982,3565,Toyota,Land Cruiser Pickup,1987,Saudi,Brown,Standard,1.0,Gas,Manual,388528,Al-Namas,20000,False
2032,2983,7001,Mazda,CX5,2019,Saudi,Navy,Full,2.5,Gas,Automatic,33000,Riyadh,102000,False
2033,2984,4552,Ford,Mustang,2015,Other,Black,Standard,5.0,Gas,Manual,119000,Dammam,85000,False
2034,2985,2904,Nissan,Sunny,2018,Saudi,White,Standard,1.5,Gas,Automatic,52000,Riyadh,31000,False
2035,2986,4984,Ford,Expedition,2018,Saudi,Red,Full,3.5,Gas,Automatic,36000,Riyadh,155000,False
2036,2987,75,Jeep,Grand Cherokee,2014,Saudi,Black,Full,5.7,Gas,Automatic,120000,Riyadh,85000,False
2037,2989,7041,Hyundai,Sonata,2018,Saudi,White,Standard,2.4,Gas,Automatic,69000,Riyadh,55000,False
2038,2990,230,Mercedes,C,2015,Saudi,Silver,Semi Full,2.0,Gas,Automatic,73000,Riyadh,90000,False
2039,2992,2482,Toyota,Hilux,2021,Saudi,White,Full,2.7,Gas,Manual,37000,Riyadh,1723,False
2040,2993,4046,Mercedes,G,2014,Saudi,White,Full,5.5,Gas,Automatic,125000,Riyadh,245000,False
2041,2994,1954,Lexus,IS,2018,Saudi,Another Color,Full,3.5,Gas,Automatic,54000,Jeddah,275000,False
2042,2995,6303,Chevrolet,Suburban,1999,Saudi,Green,Standard,5.3,Gas,Automatic,2500,Hail,6500,False
2043,2996,3506,Ford,Expedition,2014,Saudi,Grey,Semi Full,5.4,Gas,Automatic,150000,Riyadh,52000,False
2044,3000,2011,Cadillac,Escalade,2016,Other,Grey,Full,6.2,Gas,Automatic,114000,Dammam,179000,False
2045,3001,109,Ford,Expedition,2016,Saudi,White,Full,3.5,Gas,Automatic,104000,Dammam,95000,False
2046,3002,6597,Ford,Echo Sport,2020,Gulf Arabic,White,Standard,1.5,Gas,Automatic,4434,Dammam,59000,False
2047,3003,2856,Chevrolet,Silverado,2019,Gulf Arabic,Black,Full,5.3,Gas,Automatic,77000,Khobar,185000,False
2048,3004,154,Hyundai,Azera,2017,Saudi,White,Full,3.0,Gas,Automatic,168000,Riyadh,55000,False
2049,3006,3042,Toyota,Land Cruiser,2018,Saudi,White,Full,4.6,Gas,Automatic,124226,Riyadh,206500,False
2050,3007,8029,Kia,Sorento,2006,Saudi,Navy,Full,3.5,Gas,Manual,257000,Dammam,15000,False
2051,3009,1914,Hyundai,Sonata,2018,Saudi,Black,Semi Full,2.4,Gas,Automatic,84795,Riyadh,69500,False
2052,3010,4428,BMW,The 5,2018,Gulf Arabic,Black,Standard,2.0,Gas,Automatic,16000,Jubail,145000,False
2053,3011,1161,Changan,Eado,2020,Saudi,Brown,Semi Full,1.6,Gas,Automatic,24938,Riyadh,49500,False
2054,3012,5319,Mercedes,S,2008,Other,Silver,Full,3.0,Gas,Automatic,256000,Jeddah,38000,False
2055,3013,2780,Toyota,Hilux,2017,Saudi,White,Semi Full,2.7,Gas,Manual,146000,Jubail,72000,False
2056,3015,3099,Chevrolet,Lumina,2004,Other,White,Semi Full,3.8,Gas,Automatic,280,Riyadh,12500,False
2057,3018,317,Toyota,Camry,2016,Gulf Arabic,White,Standard,2.5,Gas,Automatic,81000,Riyadh,62000,False
2058,3020,426,Lexus,ES,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,100000,Riyadh,115000,False
2059,3021,6565,Toyota,Camry,2016,Saudi,White,Standard,2.5,Gas,Automatic,17000,Riyadh,35000,False
2060,3022,452,Chevrolet,Tahoe,2010,Saudi,Bronze,Full,5.3,Gas,Automatic,292000,Riyadh,55000,False
2061,3024,2427,Land Rover,Range Rover,2015,Gulf Arabic,Black,Semi Full,5.0,Gas,Automatic,103000,Qassim,225000,False
2062,3025,1370,Mercedes,C,2017,Other,White,Full,2.0,Gas,Automatic,50000,Dammam,175000,False
2063,3026,8020,Toyota,Corolla,2015,Other,Another Color,Semi Full,1.6,Gas,Automatic,309000,Khobar,32000,False
2064,3027,2888,Toyota,Land Cruiser,2011,Saudi,White,Full,4.6,Gas,Automatic,360000,Dammam,97000,False
2065,3028,3182,Bentley,Arnage,2020,Saudi,Black,Standard,1.0,Gas,Automatic,300,Jeddah,772500,False
2066,3029,3882,Cadillac,Escalade,2016,Gulf Arabic,Black,Semi Full,6.2,Gas,Automatic,130000,Dammam,180000,False
2067,3031,306,Toyota,FJ,2015,Saudi,White,Full,4.0,Gas,Automatic,259880,Riyadh,89000,False
2068,3032,5129,Renault,Dokker,2020,Saudi,White,Standard,1.6,Gas,Manual,72000,Riyadh,29000,False
2069,3034,1062,Honda,Odyssey,2020,Saudi,Navy,Semi Full,3.5,Gas,Automatic,1300,Jeddah,165000,False
2070,3035,852,Hyundai,Sonata,2018,Saudi,Brown,Standard,2.4,Gas,Automatic,152000,Al-Medina,1312,False
2071,3036,5613,Toyota,Camry,2001,Other,Golden,Semi Full,2.5,Gas,Automatic,346900,Dammam,17000,False
2072,3038,3154,Nissan,Patrol,2016,Saudi,White,Semi Full,5.6,Gas,Automatic,50000,Dammam,150000,False
2073,3039,6486,Ford,Explorer,2009,Other,White,Semi Full,3.5,Gas,Automatic,430,Jeddah,20000,False
2074,3040,7046,Toyota,Corolla,2019,Saudi,Red,Standard,1.6,Gas,Automatic,39000,Yanbu,52000,False
2075,3041,5237,Mitsubishi,Pajero,2017,Gulf Arabic,White,Full,3.8,Gas,Automatic,48000,Jeddah,85000,False
2076,3044,4925,INFINITI,Q,2019,Gulf Arabic,Silver,Semi Full,2.0,Gas,Automatic,5000,Riyadh,90000,False
2077,3045,7490,Hyundai,Azera,2021,Saudi,White,Standard,3.5,Gas,Automatic,11000,Sakaka,120000,False
2078,3047,2382,Hyundai,Elantra,2017,Saudi,Grey,Standard,1.6,Gas,Automatic,156000,Riyadh,40000,False
2079,3048,5456,Dodge,Durango,2020,Saudi,Silver,Full,3.6,Gas,Automatic,36500,Taef,130000,False
2080,3049,816,Chevrolet,Malibu,2010,Saudi,Navy,Full,3.6,Gas,Automatic,26000,Riyadh,17000,False
2081,3051,2791,Toyota,Furniture,2017,Saudi,White,Full,4.0,Gas,Automatic,176000,Makkah,55000,False
2082,3052,5924,Kia,Sportage,2019,Saudi,Golden,Standard,1.6,Gas,Automatic,43000,Khobar,68000,False
2083,3053,5744,Mitsubishi,Pajero,2012,Saudi,White,Semi Full,3.0,Gas,Automatic,360000,Riyadh,24000,False
2084,3054,720,Toyota,Camry,2020,Gulf Arabic,White,Standard,2.5,Gas,Automatic,16500,Dammam,86900,False
2085,3056,4704,Lexus,LX,2021,Saudi,Bronze,Full,5.7,Gas,Automatic,9100,Dammam,459000,False
2086,3057,6407,Jeep,Grand Cherokee,2015,Saudi,Silver,Full,5.7,Gas,Automatic,146000,Riyadh,95000,False
2087,3058,4057,Toyota,Hilux,2020,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,49000,Riyadh,103000,False
2088,3060,2381,Kia,Optima,2015,Saudi,Red,Standard,2.4,Gas,Automatic,156000,Riyadh,36000,False
2089,3061,7435,Toyota,Corolla,2013,Saudi,White,Standard,2.0,Gas,Automatic,183000,Qassim,30000,False
2090,3062,559,Toyota,Camry,2009,Saudi,Blue,Full,2.5,Gas,Automatic,317,Jeddah,22000,False
2091,3063,2720,Ford,Victoria,2008,Saudi,Blue,Semi Full,4.6,Gas,Automatic,3666,Al-Ahsa,16000,False
2092,3064,7564,GMC,Yukon,2005,Saudi,Another Color,Semi Full,5.7,Gas,Automatic,160,Taef,45000,False
2093,3066,1353,Ford,Flex,2014,Saudi,Brown,Semi Full,3.5,Gas,Automatic,180000,Dammam,47000,False
2094,3070,2926,Toyota,Land Cruiser,2019,Gulf Arabic,White,Full,4.0,Gas,Automatic,50000,Riyadh,188500,False
2095,3071,1915,Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,69000,Riyadh,34000,False
2096,3073,3786,Kia,Cerato,2016,Saudi,Another Color,Semi Full,1.6,Gas,Automatic,112000,Jeddah,30000,False
2097,3074,1872,Toyota,Camry,2018,Saudi,Silver,Standard,2.5,Gas,Automatic,109000,Qassim,80000,False
2098,3076,305,Mercedes,E,2016,Gulf Arabic,White,Full,3.0,Gas,Automatic,114000,Riyadh,106000,False
2099,3079,6860,Nissan,Sunny,2016,Gulf Arabic,White,Standard,1.5,Gas,Automatic,158000,Qassim,23000,False
2100,3080,5912,Nissan,Maxima,2002,Other,Another Color,Full,3.0,Gas,Automatic,340000,Jeddah,12000,False
2101,3081,6804,Ford,Marquis,2010,Other,Another Color,Full,4.6,Gas,Automatic,360,Al-Medina,29000,False
2102,3083,2653,Toyota,Yaris,2015,Saudi,Grey,Standard,1.5,Gas,Automatic,185000,Jeddah,15000,False
2103,3084,310,Nissan,Z370,2015,Saudi,Red,Semi Full,3.7,Gas,Automatic,111075,Jazan,80000,False
2104,3085,1568,Mazda,6,2017,Saudi,Red,Standard,2.5,Gas,Automatic,91170,Riyadh,60500,False
2105,3086,2327,Mitsubishi,Pajero,2016,Saudi,White,Standard,3.5,Gas,Automatic,84000,Dammam,42000,False
2106,3087,1790,Chevrolet,Tahoe,2020,Saudi,Black,Semi Full,5.3,Gas,Automatic,67000,Riyadh,176000,False
2107,3089,5567,Land Rover,Range Rover,2018,Saudi,Black,Full,5.0,Gas,Automatic,44000,Jeddah,365000,False
2108,3090,3591,Chrysler,S300,2015,Other,White,Semi Full,3.6,Gas,Automatic,109000,Dammam,74000,False
2109,3091,7358,BMW,The 3,2014,Saudi,Golden,Full,2.0,Gas,Automatic,84000,Jeddah,60000,False
2110,3092,1211,Toyota,Camry,2017,Saudi,Grey,Standard,2.5,Gas,Automatic,380000,Dammam,43000,False
2111,3093,1638,Ford,Flex,2014,Saudi,White,Standard,3.5,Gas,Automatic,128500,Qassim,49000,False
2112,3094,7765,Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,90000,Riyadh,48500,False
2113,3095,3075,Kia,Rio,2017,Other,Black,Standard,1.4,Gas,Automatic,147000,Jeddah,26000,False
2114,3098,2709,Chevrolet,Tahoe,2012,Saudi,Golden,Semi Full,5.3,Gas,Automatic,326000,Jubail,47000,False
2115,3099,810,Hyundai,Accent,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,93239,Riyadh,40500,False
2116,3100,3402,Hyundai,Sonata,2016,Other,Black,Full,2.0,Diesel,Automatic,86234,Qassim,60000,False
2117,3103,6135,Hyundai,Azera,2017,Other,White,Semi Full,3.5,Gas,Automatic,256,Riyadh,47000,False
2118,3104,6298,Kia,Optima,2014,Saudi,Silver,Full,2.5,Gas,Automatic,2002500,Riyadh,42000,False
2119,3105,7029,GAC,GS3,2021,Other,Red,Full,1.3,Gas,Automatic,22600,Riyadh,50000,False
2120,3106,3138,Mitsubishi,Pajero,2015,Saudi,White,Full,3.8,Gas,Automatic,54000,Jeddah,70000,False
2121,3108,6605,Land Rover,Defender,2021,Saudi,Black,Full,3.0,Gas,Automatic,100,Jeddah,450000,False
2122,3111,2205,Toyota,Avalon,2012,Saudi,White,Full,3.5,Gas,Automatic,225000,Aseer,75000,False
2123,3112,1981,Ford,Expedition,2013,Saudi,Black,Standard,5.4,Gas,Automatic,145000,Riyadh,38000,False
2124,3113,218,Nissan,Maxima,2017,Saudi,White,Full,1.0,Gas,Automatic,135000,Riyadh,73000,False
2125,3114,4691,Kia,Carnival,2014,Other,Blue,Standard,6.0,Gas,Automatic,259066,Riyadh,40000,False
2126,3115,3800,Hyundai,Accent,2011,Saudi,White,Standard,1.8,Gas,Automatic,285205,Al-Medina,14000,False
2127,3116,2527,Chevrolet,Camaro,2017,Other,Silver,Full,3.6,Gas,Automatic,99000,Dammam,109000,False
2128,3118,7416,Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,90000,Riyadh,27000,False
2129,3119,4029,Ford,Fusion,2015,Saudi,Grey,Semi Full,2.5,Gas,Automatic,85000,Riyadh,35000,False
2130,3122,240,Mercedes,E,2021,Other,White,Standard,2.0,Gas,Automatic,4000,Riyadh,259000,False
2131,3123,2113,Honda,Accord,2014,Saudi,Red,Semi Full,2.4,Gas,Automatic,59200,Riyadh,76500,False
2132,3124,4113,Toyota,Hilux,2020,Saudi,White,Full,2.7,Gas,Automatic,22000,Al-Ahsa,120000,False
2133,3125,918,Mercedes,A,2021,Other,Black,Standard,2.0,Gas,Automatic,10000,Riyadh,179000,False
2134,3126,1229,Toyota,Land Cruiser,1997,Saudi,White,Semi Full,4.6,Gas,Manual,540000,Al-Medina,38000,False
2135,3127,4694,Ford,Expedition,2015,Saudi,Black,Semi Full,5.4,Gas,Automatic,225000,Riyadh,80000,False
2136,3128,2464,Mazda,6,2014,Saudi,White,Full,2.5,Gas,Automatic,232000,Al-Medina,38000,False
2137,3132,1580,Toyota,Echo,2001,Saudi,Another Color,Standard,1.5,Gas,Manual,480000,Jeddah,10000,False
2138,3133,3352,Hyundai,Sonata,2017,Saudi,Grey,Standard,2.4,Gas,Automatic,173000,Jeddah,44000,False
2139,3134,403,Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,123291,Riyadh,29500,False
2140,3135,7827,BMW,The 7,2014,Saudi,Silver,Full,2.0,Gas,Automatic,116000,Al-Medina,100000,False
2141,3136,7726,Nissan,Sentra,2019,Saudi,Brown,Semi Full,1.6,Gas,Automatic,30000,Jeddah,44000,False
2142,3137,2367,Hyundai,Kona,2020,Saudi,White,Full,2.0,Gas,Automatic,3109,Riyadh,89000,False
2143,3138,1985,Toyota,Hilux,2016,Saudi,White,Full,2.7,Gas,Automatic,2500,Dammam,105000,False
2144,3139,1958,GMC,Yukon,2007,Saudi,Black,Full,5.3,Gas,Automatic,235000,Dammam,65000,False
2145,3140,433,Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,106818,Riyadh,29500,False
2146,3141,323,Toyota,Yaris,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,131000,Jeddah,35000,False
2147,3142,4548,Great Wall,Wingle,2020,Saudi,Another Color,Full,2.0,Diesel,Manual,73000,Jeddah,1197,False
2148,3143,4025,Foton,Mini Van,2017,Gulf Arabic,White,Standard,2.7,Gas,Manual,145000,Riyadh,39500,False
2149,3144,1984,GMC,Yukon,2019,Saudi,Another Color,Standard,5.3,Gas,Automatic,83000,Jeddah,165000,False
2150,3145,4936,Chrysler,C300,2012,Saudi,Navy,Full,3.5,Gas,Automatic,160000,Jeddah,55500,False
2151,3146,6329,Toyota,Rav4,2018,Saudi,White,Standard,2.5,Gas,Automatic,134000,Dammam,66000,False
2152,3147,6345,Mitsubishi,Pajero,2017,Saudi,White,Full,3.5,Gas,Automatic,111000,Dammam,68000,False
2153,3148,138,Genesis,Royal,2016,Saudi,White,Full,3.8,Gas,Automatic,55000,Riyadh,95000,False
2154,3149,135,Genesis,G80,2019,Saudi,Silver,Semi Full,3.8,Gas,Automatic,66000,Riyadh,120000,False
2155,3150,2802,Changan,CS95,2019,Saudi,Another Color,Full,2.0,Gas,Automatic,47000,Jeddah,77000,False
2156,3151,2834,Lexus,LX,2014,Saudi,Bronze,Full,5.7,Gas,Automatic,160000,Dammam,188000,False
2157,3152,2187,Ford,Taurus,2016,Saudi,Black,Standard,3.5,Gas,Automatic,103000,Jeddah,70000,False
2158,3153,6293,GMC,Yukon,2005,Saudi,Bronze,Standard,5.3,Gas,Automatic,409000,Riyadh,20000,False
2159,3154,467,Cadillac,XT5,2017,Gulf Arabic,White,Full,3.6,Gas,Automatic,91000,Riyadh,130000,False
2160,3156,65,Hyundai,Azera,2016,Saudi,Grey,Semi Full,3.5,Gas,Automatic,166000,Riyadh,47000,False
2161,3157,805,Toyota,FJ,2016,Saudi,White,Semi Full,4.6,Gas,Automatic,272,Hail,85000,False
2162,3159,3947,Toyota,Prado,2016,Saudi,White,Full,4.0,Gas,Automatic,69900,Dammam,128000,False
2163,3160,4680,Mercedes,C,2016,Saudi,Black,Semi Full,2.0,Gas,Automatic,104000,Riyadh,110000,False
2164,3161,213,GMC,Sierra,2011,Other,Silver,Semi Full,5.3,Gas,Automatic,258000,Riyadh,50000,False
2165,3162,2526,Peugeot,Boxer,2016,Saudi,White,Standard,2.8,Diesel,Manual,287000,Riyadh,59000,False
2166,3165,4183,Mitsubishi,Pajero,2017,Saudi,Another Color,Full,3.8,Gas,Automatic,28000,Jeddah,88000,False
2167,3167,5585,Nissan,X-Trail,2016,Saudi,White,Semi Full,2.5,Gas,Automatic,142000,Aseer,46000,False
2168,3168,364,Subaru,Forester,2010,Saudi,White,Standard,2.4,Gas,Automatic,113000,Dammam,18500,False
2169,3169,605,Mercedes,C,2018,Other,Black,Full,2.0,Gas,Automatic,70000,Jeddah,177000,False
2170,3171,3683,Lexus,LS,2016,Other,Silver,Full,4.7,Gas,Automatic,19000,Dammam,235000,False
2171,3173,34,Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,93762,Riyadh,26800,False
2172,3175,170,Genesis,Royal,2016,Saudi,White,Full,3.8,Gas,Automatic,140000,Riyadh,88000,False
2173,3176,6207,Toyota,Prado,2016,Saudi,White,Semi Full,4.0,Gas,Automatic,167860,Hafar Al-Batin,108000,False
2174,3177,2491,Toyota,Land Cruiser,2013,Saudi,White,Full,4.6,Gas,Automatic,276000,Dammam,131000,False
2175,3178,2878,GMC,Yukon,2018,Saudi,Silver,Standard,5.3,Gas,Automatic,82011,Riyadh,146500,False
2176,3179,2053,Hyundai,Elantra,2018,Saudi,White,Semi Full,2.0,Gas,Automatic,70000,Aseer,57000,False
2177,3180,6390,Hyundai,Accent,2017,Saudi,Silver,Semi Full,1.4,Gas,Automatic,174000,Jeddah,24000,False
2178,3181,7310,Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,95000,Riyadh,28000,False
2179,3182,3181,Land Rover,Range Rover,2018,Gulf Arabic,White,Full,5.0,Gas,Automatic,79858,Riyadh,470000,False
2180,3183,3612,Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,63000,Qassim,53000,False
2181,3184,4627,Chevrolet,Tahoe,2005,Saudi,Black,Full,7.9,Gas,Automatic,404846,Al-Ahsa,13500,False
2182,3186,5972,Toyota,FJ,2020,Gulf Arabic,White,Full,6.0,Gas,Automatic,50000,Dammam,140000,False
2183,3188,1233,Dodge,Charger,2018,Saudi,Silver,Full,5.7,Gas,Automatic,130000,Dammam,2300,False
2184,3189,6751,Toyota,Furniture,2020,Saudi,White,Semi Full,4.0,Gas,Automatic,55000,Dammam,123000,False
2185,3190,6037,Hyundai,Elantra,2017,Saudi,White,Semi Full,2.0,Gas,Automatic,237356,Riyadh,42000,False
2186,3192,7677,Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Manual,276,Aseer,57000,False
2187,3193,6718,Isuzu,D-MAX,2019,Saudi,White,Full,7.5,Diesel,Manual,40000,Abha,125000,False
2188,3194,2386,Kia,Carnival,2015,Saudi,White,Standard,3.3,Gas,Automatic,89000,Riyadh,38000,False
2189,3195,1828,Chevrolet,Lumina,2008,Saudi,Black,Semi Full,3.6,Gas,Automatic,205000,Dammam,12000,False
2190,3196,127,Kia,Cadenza,2018,Saudi,Brown,Standard,1.0,Gas,Automatic,74000,Riyadh,60000,False
2191,3199,1107,Toyota,Previa,2017,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,101000,Riyadh,65000,False
2192,3200,797,Chevrolet,Tahoe,2008,Saudi,Black,Semi Full,5.7,Gas,Automatic,330000,Riyadh,27000,False
2193,3201,836,GMC,Yukon,2005,Saudi,Grey,Full,6.0,Gas,Automatic,600000,Riyadh,15500,False
2194,3203,6032,Ford,Expedition,2007,Other,Red,Full,3.0,Gas,Automatic,423000,Al-Medina,29000,False
2195,3204,2177,Kia,Rio,2016,Saudi,Another Color,Standard,1.4,Gas,Automatic,270000,Riyadh,25000,False
2196,3205,4127,Ford,Taurus,2019,Other,Red,Semi Full,3.5,Gas,Automatic,108000,Al-Ahsa,88000,False
2197,3206,235,MG,RX5,2019,Saudi,White,Full,1.5,Gas,Automatic,39000,Jeddah,56000,False
2198,3207,425,Nissan,Patrol,2015,Saudi,Grey,Semi Full,4.0,Gas,Automatic,134000,Riyadh,135000,False
2199,3208,5052,Toyota,Innova,2006,Saudi,White,Standard,2.7,Gas,Manual,550000,Riyadh,18000,False
2200,3210,5311,Hyundai,Accent,2016,Other,White,Standard,1.4,Gas,Automatic,151000,Jeddah,25000,False
2201,3213,2801,Toyota,Camry,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,63000,Dammam,63000,False
2202,3215,651,GMC,Yukon,2015,Saudi,White,Full,5.3,Gas,Automatic,133490,Riyadh,143000,False
2203,3216,3286,Jaguar,F Type,2018,Saudi,Black,Full,3.0,Gas,Automatic,40000,Dammam,235000,False
2204,3217,8011,Jeep,Liberty,2012,Saudi,Silver,Semi Full,3.7,Gas,Automatic,247000,Al-Medina,25000,False
2205,3218,3733,Hyundai,H1,2018,Saudi,White,Standard,2.4,Gas,Automatic,179767,Riyadh,52000,False
2206,3219,5505,Mazda,6,2017,Gulf Arabic,White,Standard,2.5,Gas,Automatic,70000,Riyadh,53000,False
2207,3220,2411,Toyota,Yaris,2017,Saudi,White,Standard,1.4,Gas,Automatic,50000,Riyadh,33000,False
2208,3221,7848,Nissan,Patrol,1998,Gulf Arabic,White,Full,4.5,Gas,Automatic,595000,Taef,20000,False
2209,3223,479,Lexus,ES,2016,Gulf Arabic,Grey,Semi Full,3.5,Gas,Automatic,92000,Riyadh,115000,False
2210,3224,2366,Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,103000,Riyadh,31000,False
2211,3226,6808,Ford,Focus,2012,Saudi,Navy,Standard,1.6,Gas,Automatic,181,Riyadh,15000,False
2212,3228,5649,Nissan,Sunny,2019,Gulf Arabic,Silver,Standard,1.5,Gas,Automatic,92300,Riyadh,29000,False
2213,3229,3595,Mazda,3,2019,Saudi,Grey,Standard,2.0,Gas,Automatic,101000,Al-Medina,44000,False
2214,3231,5965,Dodge,Challenger,2015,Saudi,Silver,Semi Full,3.6,Gas,Automatic,260,Jeddah,55000,False
2215,3232,4033,Toyota,Corolla,2013,Saudi,Silver,Standard,1.6,Gas,Automatic,186000,Al-Medina,27000,False
2216,3233,845,Hyundai,Sonata,2018,Saudi,Bronze,Standard,2.4,Gas,Automatic,200000,Aseer,1342,False
2217,3234,1757,Mazda,CX3,2020,Saudi,Blue,Standard,2.0,Gas,Automatic,14501,Riyadh,66000,False
2218,3236,1199,Genesis,Prestige,2016,Saudi,Black,Standard,3.8,Gas,Automatic,165000,Riyadh,84000,False
2219,3237,3230,Jeep,Cherokee,2019,Other,White,Semi Full,2.4,Gas,Automatic,55000,Riyadh,75000,False
2220,3238,2169,Hyundai,Tucson,2020,Saudi,Silver,Standard,2.0,Gas,Automatic,16458,Riyadh,78500,False
2221,3239,5078,Mazda,6,2006,Saudi,Silver,Standard,2.5,Gas,Automatic,256000,Al-Ahsa,13000,False
2222,3240,3731,Hyundai,Elantra,2015,Saudi,White,Standard,2.0,Gas,Automatic,1600074,Riyadh,27000,False
2223,3244,1293,Land Rover,Range Rover,2016,Other,Black,Full,4.3,Gas,Automatic,87000,Al-Ahsa,167000,False
2224,3245,3756,Ford,Edge,2013,Saudi,Black,Semi Full,3.5,Gas,Automatic,217000,Al-Ahsa,32000,False
2225,3246,63,Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,106007,Riyadh,26800,False
2226,3247,5532,Ford,Expedition,2014,Saudi,Black,Standard,5.4,Gas,Automatic,170000,Riyadh,40000,False
2227,3248,2279,Hyundai,Accent,2017,Saudi,Another Color,Standard,1.4,Gas,Automatic,59933,Dammam,29500,False
2228,3250,1219,Chevrolet,Impala,2019,Gulf Arabic,White,Standard,3.6,Gas,Automatic,144000,Dammam,77000,False
2229,3252,585,BMW,X,2015,Saudi,Black,Full,3.0,Gas,Automatic,98000,Riyadh,150000,False
2230,3254,803,Ford,Marquis,2011,Other,Bronze,Semi Full,4.6,Gas,Automatic,300000,Riyadh,22000,False
2231,3255,3805,Mercedes,C,2018,Saudi,White,Full,4.0,Gas,Automatic,33000,Dammam,330000,False
2232,3256,3420,Kia,Carnival,2016,Saudi,Black,Full,3.3,Gas,Automatic,120000,Riyadh,70000,False
2233,3257,1018,Kia,Optima,2015,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,68245,Riyadh,45000,False
2234,3258,4115,Kia,Carenz,2015,Saudi,Black,Standard,2.0,Gas,Automatic,102000,Al-Ahsa,40000,False
2235,3260,2478,Toyota,Avalon,2017,Saudi,Grey,Full,3.5,Gas,Automatic,104159,Riyadh,106500,False
2236,3261,6896,Toyota,Land Cruiser 70,2003,Saudi,Brown,Standard,1.6,Gas,Manual,230000,Riyadh,69000,False
2237,3264,6686,Dodge,Charger,2018,Saudi,Grey,Semi Full,5.7,Gas,Automatic,81000,Riyadh,125000,False
